genre_id,genre_name,fetched_at
28,Action,2026-09-07T11:45:12.765938
12,Adventure,2026-09-07T11:45:12.765949
16,Animation,2026-09-07T11:45:12.765951
35,Comedy,2026-09-07T11:45:12.765953
80,Crime,2026-09-07T11:45:12.765954
99,Documentary,2026-09-07T11:45:12.765956
18,Drama,2026-09-07T11:45:12.765957
10751,Family,2026-09-07T11:45:12.765960
14,Fantasy,2026-09-07T11:45:12.765962
36,History,2026-09-07T11:45:12.765964
27,Horror,2026-09-07T11:45:12.765965
10402,Music,2026-09-07T11:45:12.765967
9648,Mystery,2026-09-07T11:45:12.765968
10749,Romance,2026-09-07T11:45:12.765970
878,Science Fiction,2026-09-07T11:45:12.765972
10770,TV Movie,2026-09-07T11:45:12.765974
53,Thriller,2026-09-07T11:45:12.765976
10752,War,2026-09-07T11:45:12.765978
37,Western,2026-09-07T11:45:12.765980
