genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1167.3938,49600,2026-08-28T18:16:31.286086
12,Adventure,1167.3938,28138,2026-08-28T18:16:31.673234
16,Animation,255.6312,71403,2026-08-28T18:16:32.061703
35,Comedy,255.6312,174686,2026-08-28T18:16:32.450037
80,Crime,341.2864,42523,2026-08-28T18:16:32.841654
99,Documentary,85.3467,227550,2026-08-28T18:16:33.231951
18,Drama,296.7827,297710,2026-08-28T18:16:33.622560
10751,Family,255.6312,33187,2026-08-28T18:16:34.012376
14,Fantasy,601.7705,30380,2026-08-28T18:16:34.401618
36,History,47.9431,22386,2026-08-28T18:16:34.792349
27,Horror,254.4207,73070,2026-08-28T18:16:35.184878
10402,Music,70.8251,54504,2026-08-28T18:16:35.577599
9648,Mystery,160.359,27137,2026-08-28T18:16:35.965212
10749,Romance,296.7827,64322,2026-08-28T18:16:36.356226
878,Science Fiction,1167.3938,26994,2026-08-28T18:16:36.743416
10770,TV Movie,84.7721,32905,2026-08-28T18:16:37.137347
53,Thriller,501.6471,62110,2026-08-28T18:16:37.528013
10752,War,89.5007,13059,2026-08-28T18:16:37.954931
37,Western,31.8737,10218,2026-08-28T18:16:38.346642
