genre_id,genre_name,fetched_at
28,Action,2026-08-28T18:16:26.994703
12,Adventure,2026-08-28T18:16:26.994714
16,Animation,2026-08-28T18:16:26.994716
35,Comedy,2026-08-28T18:16:26.994717
80,Crime,2026-08-28T18:16:26.994718
99,Documentary,2026-08-28T18:16:26.994719
18,Drama,2026-08-28T18:16:26.994721
10751,Family,2026-08-28T18:16:26.994724
14,Fantasy,2026-08-28T18:16:26.994725
36,History,2026-08-28T18:16:26.994727
27,Horror,2026-08-28T18:16:26.994728
10402,Music,2026-08-28T18:16:26.994729
9648,Mystery,2026-08-28T18:16:26.994730
10749,Romance,2026-08-28T18:16:26.994731
878,Science Fiction,2026-08-28T18:16:26.994733
10770,TV Movie,2026-08-28T18:16:26.994734
53,Thriller,2026-08-28T18:16:26.994735
10752,War,2026-08-28T18:16:26.994736
37,Western,2026-08-28T18:16:26.994738
