genre_id,genre_name,fetched_at
28,Action,2026-08-29T12:25:10.122497
12,Adventure,2026-08-29T12:25:10.122507
16,Animation,2026-08-29T12:25:10.122508
35,Comedy,2026-08-29T12:25:10.122509
80,Crime,2026-08-29T12:25:10.122510
99,Documentary,2026-08-29T12:25:10.122511
18,Drama,2026-08-29T12:25:10.122512
10751,Family,2026-08-29T12:25:10.122515
14,Fantasy,2026-08-29T12:25:10.122516
36,History,2026-08-29T12:25:10.122517
27,Horror,2026-08-29T12:25:10.122518
10402,Music,2026-08-29T12:25:10.122519
9648,Mystery,2026-08-29T12:25:10.122520
10749,Romance,2026-08-29T12:25:10.122521
878,Science Fiction,2026-08-29T12:25:10.122522
10770,TV Movie,2026-08-29T12:25:10.122523
53,Thriller,2026-08-29T12:25:10.122524
10752,War,2026-08-29T12:25:10.122525
37,Western,2026-08-29T12:25:10.122526
