tmdb_id,title,vote_average,vote_count,popularity,release_date,genre_ids,overview,fetched_at,youtube_key,trailer_name,trailer_type,trailer_url
155,The Dark Knight,8.534,36430,61.3608,2008-07-16,"[28, 80, 53]","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",2026-08-19T06:43:36.247431,jXAYAN6jO5k,Official Trailer 3,Trailer,https://www.youtube.com/watch?v=jXAYAN6jO5k
129,Spirited Away,8.534,18713,31.842,2001-07-20,"[16, 10751, 14]","A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",2026-08-19T06:43:36.247434,GAp2_0JJskk,Official Trailer [Subtitled],Trailer,https://www.youtube.com/watch?v=GAp2_0JJskk
1218925,Chainsaw Man - The Movie: Reze Arc,8.5,1123,30.4075,2025-09-19,"[16, 28, 10749, 14]","In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.",2026-08-19T06:43:36.247438,tAzAhDNdehs,Official Trailer [Subtitled],Trailer,https://www.youtube.com/watch?v=tAzAhDNdehs
497,The Green Mile,8.506,19635,33.045,1999-12-10,"[14, 18, 80]","A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",2026-08-19T06:43:36.247441,Bg7epsq0OIQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=Bg7epsq0OIQ
19404,Dilwale Dulhania Le Jayenge,8.5,4613,13.9509,1995-10-20,"[35, 18, 10749]","Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",2026-08-19T06:43:36.247444,oIZ4U21DRlM,25 Years Weeks Trailer,Trailer,https://www.youtube.com/watch?v=oIZ4U21DRlM
122,The Lord of the Rings: The Return of the King,8.504,27113,50.5079,2003-12-17,"[12, 14, 28]","As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",2026-08-19T06:43:36.247448,zckJCxYxn1g,4K Trailer,Trailer,https://www.youtube.com/watch?v=zckJCxYxn1g
496243,Parasite,8.49,21114,37.6515,2019-05-30,"[35, 53, 18]","All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",2026-08-19T06:43:36.247451,bM9QabAojCg,B&W Version Official Australian Trailer [Subtitled],Trailer,https://www.youtube.com/watch?v=bM9QabAojCg
372058,Your Name.,8.485,12868,27.3264,2016-07-01,"[16, 10749, 18]","High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",2026-08-19T06:43:36.247455,RuyHIkXdYf8,Official Trailer [Subtitled],Trailer,https://www.youtube.com/watch?v=RuyHIkXdYf8
157336,Interstellar,8.5,40799,67.2233,2014-11-05,"[12, 18, 878]",The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2026-08-19T06:43:36.556362,LY19rHKAaAg,Trailer 4,Trailer,https://www.youtube.com/watch?v=LY19rHKAaAg
680,Pulp Fiction,8.481,30661,41.2085,1994-09-10,"[53, 80, 35]","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",2026-08-19T06:43:36.556373,tGpTpVyI_OQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=tGpTpVyI_OQ
1330021,Remarkably Bright Creatures,8.476,841,18.0694,2026-05-07,"[18, 9648]","Through unlikely bonds formed during night shifts at a local aquarium, Tova, an elderly widow, learns of a life-changing discovery that may bring her joy and wonder once again.",2026-08-19T06:43:36.556378,b14IFe4an5k,Official Trailer,Trailer,https://www.youtube.com/watch?v=b14IFe4an5k
429,"The Good, the Bad and the Ugly",8.466,9852,20.9568,1966-12-23,[37],"While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",2026-08-19T06:43:36.556382,WCnRSl24FPA,Official Sizzle,Trailer,https://www.youtube.com/watch?v=WCnRSl24FPA
13,Forrest Gump,8.463,30232,35.7044,1994-06-23,"[35, 18, 10749]","A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",2026-08-19T06:43:36.556386,Mj9IA9tTfio,Official 25th Anniversary Trailer,Trailer,https://www.youtube.com/watch?v=Mj9IA9tTfio
1181678,¿Quieres ser mi hijo?,8.461,363,7.1293,2023-09-21,"[35, 10749]","Lu, a conformist woman in her forties, learns that her 15-year partner has been having extramarital affairs. Starting from scratch, she gets involved in an unexpected relationship with a young womanizer.",2026-08-19T06:43:36.556389,,,,
1383731,Protector,8.454,514,15.4096,2026-02-20,"[28, 53]","Nikki's life is shattered when her daughter is kidnapped. Thrust into the criminal underworld while hunted by cops and military, she must fight to rescue her child.",2026-08-19T06:43:36.556393,MJm_msj9BDU,Official Trailer,Trailer,https://www.youtube.com/watch?v=MJm_msj9BDU
14537,Harakiri,8.453,1261,10.1823,1962-09-15,"[28, 18, 36]","Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",2026-08-19T06:43:36.556396,gfABwM-Ppng,Trailer,Trailer,https://www.youtube.com/watch?v=gfABwM-Ppng
346,Seven Samurai,8.452,4320,13.7504,1954-04-26,"[28, 18]","A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",2026-08-19T06:43:36.556400,fRUsjrkGs_A,Official 4K Restoration Trailer [Subtitled],Trailer,https://www.youtube.com/watch?v=fRUsjrkGs_A
769,GoodFellas,8.45,14627,24.5051,1990-09-12,"[18, 80]","The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",2026-08-19T06:43:36.556407,PTBRNXGQR9Q,BFI Re-Release Trailer,Trailer,https://www.youtube.com/watch?v=PTBRNXGQR9Q
12477,Grave of the Fireflies,8.445,6689,0.0156,1988-04-16,"[16, 18, 10752]","In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",2026-08-19T06:43:36.556411,lhlh7JVcTt8,Official Netflix Trailer,Trailer,https://www.youtube.com/watch?v=lhlh7JVcTt8
120,The Lord of the Rings: The Fellowship of the Ring,8.442,28123,41.8881,2001-12-18,"[12, 14, 28]","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",2026-08-19T06:43:36.556414,_nZdmwHrcnw,Official Trailer,Trailer,https://www.youtube.com/watch?v=_nZdmwHrcnw
637,Life Is Beautiful,8.439,14160,18.4853,1997-12-20,"[35, 18]",A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,2026-08-19T06:43:36.556418,pAYEQP8gx3w,Life is Beautiful (1998) Official Trailer - Robert Benigni Movie HD,Trailer,https://www.youtube.com/watch?v=pAYEQP8gx3w
550,Fight Club,8.436,32649,41.4048,1999-10-15,"[18, 53]","A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",2026-08-19T06:43:36.556421,dfeUzm6KF4g,20th Anniversary Trailer,Trailer,https://www.youtube.com/watch?v=dfeUzm6KF4g
11216,Cinema Paradiso,8.431,4937,17.3394,1988-11-17,"[18, 10749]","A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",2026-08-19T06:43:36.556425,JMyVSD6OvO8,Cinema Paradiso Official Trailer,Trailer,https://www.youtube.com/watch?v=JMyVSD6OvO8
598,City of God,8.427,8354,15.9966,2002-08-30,"[18, 80]","In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.",2026-08-19T06:43:36.556428,dcUOO4Itgmw,Official Trailer,Trailer,https://www.youtube.com/watch?v=dcUOO4Itgmw
121,The Lord of the Rings: The Two Towers,8.426,24376,36.5952,2002-12-18,"[12, 14, 28]","Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",2026-08-19T06:43:36.556432,nuTU5XcZTLA,4K Ultra HD,Trailer,https://www.youtube.com/watch?v=nuTU5XcZTLA
40096,A Dog's Will,8.416,1235,6.6953,2000-09-15,"[35, 18, 14, 10749]","The lively João Grilo and the sly Chicó are poor guys living in the hinterland who cheat a bunch of people in a small town in Northeastern Brazil. When they die, they have to be judged by Christ, the Devil and the Virgin Mary before they are admitted to paradise.",2026-08-19T06:43:36.556435,wDVdgnhiNlY,O Auto da Compadecida - A Dog's Will  TRAILER subtitled in English - link to film in the description,Trailer,https://www.youtube.com/watch?v=wDVdgnhiNlY
539,Psycho,8.409,11163,19.5001,1960-06-22,"[27, 53, 9648]","When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",2026-08-19T06:43:36.556439,D90QhegiVvo,Official Reissue Trailer,Trailer,https://www.youtube.com/watch?v=D90QhegiVvo
667257,Impossible Things,8.407,429,5.3018,2021-06-17,"[10751, 18]","After the death of her abusive husband, Matilde finds her new best friend in Miguel, her young, insecure, and disoriented neighbor.",2026-08-19T06:43:36.556442,,,,
510,One Flew Over the Cuckoo's Nest,8.406,11643,19.125,1975-11-19,[18],"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",2026-08-19T06:43:36.867548,F4da9uRIg8c,4K Restoration - Official UK Trailer,Trailer,https://www.youtube.com/watch?v=F4da9uRIg8c
324857,Spider-Man: Into the Spider-Verse,8.396,17657,55.5623,2018-12-06,"[16, 28, 12, 878]","Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",2026-08-19T06:43:36.867562,tg52up16eq0,Official Trailer #2,Trailer,https://www.youtube.com/watch?v=tg52up16eq0
378064,A Silent Voice: The Movie,8.394,4624,13.6913,2016-09-17,"[16, 18, 10749]","Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",2026-08-19T06:43:36.867567,TQK9By9qQiw,Official English Trailer,Trailer,https://www.youtube.com/watch?v=TQK9By9qQiw
1891,The Empire Strikes Back,8.392,18703,20.951,1980-05-20,"[12, 28, 878]","The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",2026-08-19T06:43:36.867571,e0QkbuRaEDc,Empire Strikes Back (1980) Original Scope Theatrical Trailer [FTD-0160],Trailer,https://www.youtube.com/watch?v=e0QkbuRaEDc
620249,The Legend of Hei,8.396,534,10.5725,2019-08-27,"[16, 14, 28]","When cat spirit Luo Xiaohei's home is deforested by humans, he must find a new one. He runs into a group of other spirit creatures who take him under their wing with dreams of reconquering the land they say is rightfully theirs. However, they run into a human known as Wuxian who separates Luo Xiaohei from the other spirits and the two go on a journey, with the cat spirit learning to control his abilities as well as forming his own thoughts on whether or not he should ally with the spirits or the humans.",2026-08-19T06:43:36.867581,NC9M8QYRZpE,The Legend Of Hei (2021) - Official Blu-ray Trailer (HD),Trailer,https://www.youtube.com/watch?v=NC9M8QYRZpE
4935,Howl's Moving Castle,8.388,11309,23.9204,2004-09-09,"[14, 16, 12]","Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",2026-08-19T06:43:36.867584,2x5SejvTMeA,Official Trailer [Subtitled],Trailer,https://www.youtube.com/watch?v=2x5SejvTMeA
255709,Hope,8.387,902,9.1048,2013-10-02,[18],"After 8-year-old So-won narrowly survives a brutal sexual assault, her family labors to help her heal while coping with their own rage and grief.",2026-08-19T06:43:36.867588,,,,
696374,Gabriel's Inferno,8.382,2479,4.7513,2020-05-29,"[10749, 18]","An intriguing and sinful exploration of seduction, forbidden love, and redemption, Gabriel's Inferno is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible--forgiveness and love.",2026-08-19T06:43:36.867591,kgWFjmiqHmQ,Gabriel's Inferno - Official Trailer (PASSIONFLIX),Trailer,https://www.youtube.com/watch?v=kgWFjmiqHmQ
807,Se7en,8.38,23569,32.4168,1995-09-22,"[80, 9648, 53]","Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",2026-08-19T06:43:36.867594,KPOuJGkpblk,Official 4K Trailer,Trailer,https://www.youtube.com/watch?v=KPOuJGkpblk
770156,Lucy Shimmers and the Prince of Peace,8.375,372,9.5381,2020-10-19,"[18, 10751]",Second chances start when a hardened criminal crosses paths with a precocious little girl who is helped by an angel to change hearts during the holiday season.,2026-08-19T06:43:36.867598,bu2yPlLTfZ8,Lucy Shimmers and the Prince Of Peace - Trailer,Trailer,https://www.youtube.com/watch?v=bu2yPlLTfZ8
244786,Whiplash,8.375,16944,30.3687,2014-10-10,"[18, 10402, 53]","Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",2026-08-19T06:43:36.867601,Q7kZy3T6vRM,10th Anniversary Rerelease Official Trailer,Trailer,https://www.youtube.com/watch?v=Q7kZy3T6vRM
311,Once Upon a Time in America,8.374,6150,16.892,1984-05-23,"[18, 80]","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",2026-08-19T06:43:36.867604,LcpCRyNo8T8,"Once Upon a Time in America (1984) Official Trailer #1 - Robert De Niro, James Woods Gangster Drama",Trailer,https://www.youtube.com/watch?v=LcpCRyNo8T8
12493,High and Low,8.373,1175,8.4315,1963-03-01,"[18, 80, 53, 9648]",A Yokohama shoe executive faces a wrenching choice when kidnappers mistakenly seize his chauffeur’s son but demand the ransom anyway.,2026-08-19T06:43:36.867608,ELsgPvgDBoY,High and Low (1963) Original Trailer [4K],Trailer,https://www.youtube.com/watch?v=ELsgPvgDBoY
27205,Inception,8.373,39926,64.2651,2010-07-15,"[28, 878, 12]","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2026-08-19T06:43:36.867612,JE9z-gy4De4,Official New UK Trailer,Trailer,https://www.youtube.com/watch?v=JE9z-gy4De4
423,The Pianist,8.37,10347,15.9293,2002-09-17,"[18, 10752]","The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",2026-08-19T06:43:36.867615,og9hFxxdSOg,4K Restoration Trailer,Trailer,https://www.youtube.com/watch?v=og9hFxxdSOg
724089,Gabriel's Inferno: Part II,8.347,1558,3.1072,2020-07-31,"[10749, 18]","Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?",2026-08-19T06:43:36.867619,5g02v1oz5Y0,Gabriel’s Inferno Part II - Official Trailer (PASSIONFLIX),Trailer,https://www.youtube.com/watch?v=5g02v1oz5Y0
614945,Voicemails for Isabelle,8.336,793,22.9608,2026-06-20,"[10749, 35, 18]","A young woman's hilariously confessional voicemails to her late sister are unknowingly redirected to a stranger, who begins to fall in love from afar.",2026-08-19T06:43:36.867622,9mi3YVYm3ZU,Official Trailer,Trailer,https://www.youtube.com/watch?v=9mi3YVYm3ZU
569094,Spider-Man: Across the Spider-Verse,8.344,9039,62.7986,2023-05-31,"[16, 28, 12, 878]","After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse's very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",2026-08-19T06:43:36.867626,shW9i6k8cB0,Official Trailer #2,Trailer,https://www.youtube.com/watch?v=shW9i6k8cB0
274,The Silence of the Lambs,8.344,18321,7.0483,1991-02-14,"[80, 53, 18]","Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",2026-08-19T06:43:36.867629,6iB21hsprAQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=6iB21hsprAQ
761053,Gabriel's Inferno: Part III,8.339,1094,6.5433,2020-11-19,"[10749, 18]",The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.,2026-08-19T06:43:36.867632,mjPUGem9SaY,Gabriel's Inferno Part III - Official Trailer (PASSIONFLIX),Trailer,https://www.youtube.com/watch?v=mjPUGem9SaY
567,Rear Window,8.338,7290,12.1957,1954-08-01,"[53, 9648, 18]",A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,2026-08-19T06:43:37.178764,iZOTTxwzyMU,REAR WINDOW ('54) - Re-issue Trailer,Trailer,https://www.youtube.com/watch?v=iZOTTxwzyMU
1058694,Radical,8.3,511,6.4508,2023-10-19,[18],"In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries an unorthodox new method to break through his students’ apathy and unlock their curiosity, their potential... and perhaps even their genius.",2026-08-19T06:43:37.178774,BXcGgvAKC1Q,Official Trailer [Subtitled],Trailer,https://www.youtube.com/watch?v=BXcGgvAKC1Q
105,Back to the Future,8.329,22193,40.6931,1985-07-03,"[12, 35, 878]","Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",2026-08-19T06:43:37.178779,C-4Pr9kBtGc,Official Digital Remaster Trailer,Trailer,https://www.youtube.com/watch?v=C-4Pr9kBtGc
73,American History X,8.326,12792,17.2218,1998-07-01,[18],"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",2026-08-19T06:43:37.178783,el6JxnW2Tyg,American History X (1998) Original Trailer [HD],Trailer,https://www.youtube.com/watch?v=el6JxnW2Tyg
128,Princess Mononoke,8.321,9188,18.6472,1997-07-12,"[12, 14, 16]","Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",2026-08-19T06:43:37.178787,I1dHzoRl0sQ,4K Restoration Official Trailer,Trailer,https://www.youtube.com/watch?v=I1dHzoRl0sQ
372754,Dou kyu sei – Classmates,8.316,459,6.0377,2016-02-20,"[10749, 16]","Rihito Sajo, an honor student with a perfect score on the entrance exam and Hikaru Kusakabe, in a band and popular among girls, would have never crossed paths. Until one day they started talking at the practice for their school’s upcoming chorus festival. After school, the two meet regularly, as Hikaru helps Rihito to improve his singing skills. While they listen to each other’s voice and harmonize, their hearts start to beat together.",2026-08-19T06:43:37.178791,wFQTncSyukA,Doukyusei (Classmates) Movie Trailer 2,Trailer,https://www.youtube.com/watch?v=wFQTncSyukA
