genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,835.3899,49709,2026-09-05T10:03:43.748287
12,Adventure,835.3899,28199,2026-09-05T10:03:44.096783
16,Animation,172.6272,71582,2026-09-05T10:03:44.469072
35,Comedy,378.5256,175068,2026-09-05T10:03:44.819942
80,Crime,207.3694,42612,2026-09-05T10:03:45.202627
99,Documentary,52.8223,228280,2026-09-05T10:03:45.554786
18,Drama,226.0684,298461,2026-09-05T10:03:45.902698
10751,Family,378.5256,33266,2026-09-05T10:03:46.257850
14,Fantasy,486.7858,30456,2026-09-05T10:03:46.604430
36,History,60.9178,22418,2026-09-05T10:03:46.953767
27,Horror,207.7466,73289,2026-09-05T10:03:47.304817
10402,Music,60.8546,54649,2026-09-05T10:03:47.654020
9648,Mystery,152.2512,27239,2026-09-05T10:03:48.007299
10749,Romance,286.2129,64439,2026-09-05T10:03:48.360125
878,Science Fiction,835.3899,27054,2026-09-05T10:03:48.712339
10770,TV Movie,47.911,32939,2026-09-05T10:03:49.063367
53,Thriller,385.2793,62238,2026-09-05T10:03:49.419450
10752,War,68.5966,13077,2026-09-05T10:03:49.768104
37,Western,27.4595,10228,2026-09-05T10:03:50.116180
