genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1095.521,49616,2026-08-30T11:24:08.327091
12,Adventure,1095.521,28150,2026-08-30T11:24:08.710525
16,Animation,230.5103,71452,2026-08-30T11:24:09.089962
35,Comedy,230.5103,174775,2026-08-30T11:24:09.469999
80,Crime,327.1505,42545,2026-08-30T11:24:09.856101
99,Documentary,81.5193,227728,2026-08-30T11:24:10.243779
18,Drama,321.426,297834,2026-08-30T11:24:10.626524
10751,Family,230.5103,33206,2026-08-30T11:24:11.008119
14,Fantasy,595.2735,30398,2026-08-30T11:24:11.400654
36,History,43.2207,22401,2026-08-30T11:24:11.779815
27,Horror,253.6489,73106,2026-08-30T11:24:12.171957
10402,Music,72.0016,54550,2026-08-30T11:24:12.559580
9648,Mystery,214.2485,27150,2026-08-30T11:24:12.941621
10749,Romance,321.426,64343,2026-08-30T11:24:13.325274
878,Science Fiction,1095.521,27003,2026-08-30T11:24:13.702833
10770,TV Movie,75.1918,32927,2026-08-30T11:24:14.080509
53,Thriller,440.1567,62136,2026-08-30T11:24:14.465789
10752,War,89.007,13062,2026-08-30T11:24:14.846167
37,Western,31.895,10220,2026-08-30T11:24:15.225350
