genre_id,genre_name,fetched_at
28,Action,2026-08-18T06:43:10.847561
12,Adventure,2026-08-18T06:43:10.847574
16,Animation,2026-08-18T06:43:10.847576
35,Comedy,2026-08-18T06:43:10.847577
80,Crime,2026-08-18T06:43:10.847579
99,Documentary,2026-08-18T06:43:10.847580
18,Drama,2026-08-18T06:43:10.847581
10751,Family,2026-08-18T06:43:10.847584
14,Fantasy,2026-08-18T06:43:10.847586
36,History,2026-08-18T06:43:10.847588
27,Horror,2026-08-18T06:43:10.847589
10402,Music,2026-08-18T06:43:10.847590
9648,Mystery,2026-08-18T06:43:10.847591
10749,Romance,2026-08-18T06:43:10.847592
878,Science Fiction,2026-08-18T06:43:10.847593
10770,TV Movie,2026-08-18T06:43:10.847594
53,Thriller,2026-08-18T06:43:10.847595
10752,War,2026-08-18T06:43:10.847597
37,Western,2026-08-18T06:43:10.847598
