genre_id,genre_name,fetched_at
28,Action,2026-08-24T06:58:31.931401
12,Adventure,2026-08-24T06:58:31.931412
16,Animation,2026-08-24T06:58:31.931414
35,Comedy,2026-08-24T06:58:31.931416
80,Crime,2026-08-24T06:58:31.931417
99,Documentary,2026-08-24T06:58:31.931419
18,Drama,2026-08-24T06:58:31.931420
10751,Family,2026-08-24T06:58:31.931423
14,Fantasy,2026-08-24T06:58:31.931425
36,History,2026-08-24T06:58:31.931426
27,Horror,2026-08-24T06:58:31.931428
10402,Music,2026-08-24T06:58:31.931429
9648,Mystery,2026-08-24T06:58:31.931430
10749,Romance,2026-08-24T06:58:31.931431
878,Science Fiction,2026-08-24T06:58:31.931432
10770,TV Movie,2026-08-24T06:58:31.931434
53,Thriller,2026-08-24T06:58:31.931435
10752,War,2026-08-24T06:58:31.931436
37,Western,2026-08-24T06:58:31.931437
