genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,952.532,49670,2026-09-02T10:46:50.835252
12,Adventure,952.532,28179,2026-09-02T10:46:51.227826
16,Animation,205.144,71538,2026-09-02T10:46:51.613968
35,Comedy,246.8996,174912,2026-09-02T10:46:52.009736
80,Crime,275.713,42575,2026-09-02T10:46:52.405329
99,Documentary,73.8562,227953,2026-09-02T10:46:52.790728
18,Drama,318.6222,298167,2026-09-02T10:46:53.180906
10751,Family,246.8996,33234,2026-09-02T10:46:53.575573
14,Fantasy,544.3226,30432,2026-09-02T10:46:53.960500
36,History,49.7932,22406,2026-09-02T10:46:54.360899
27,Horror,218.7101,73183,2026-09-02T10:46:54.747123
10402,Music,67.4345,54579,2026-09-02T10:46:55.145691
9648,Mystery,230.3675,27196,2026-09-02T10:46:55.543483
10749,Romance,318.6222,64388,2026-09-02T10:46:55.930389
878,Science Fiction,952.532,27024,2026-09-02T10:46:56.315213
10770,TV Movie,65.7378,32941,2026-09-02T10:46:56.707836
53,Thriller,412.2288,62182,2026-09-02T10:46:57.096232
10752,War,86.1537,13068,2026-09-02T10:46:57.486404
37,Western,29.6922,10228,2026-09-02T10:46:57.882373
