genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1875.3748,49521,2026-08-20T06:46:15.477400
12,Adventure,1875.3748,28117,2026-08-20T06:46:15.781239
16,Animation,404.7642,71328,2026-08-20T06:46:16.084750
35,Comedy,404.7642,174422,2026-08-20T06:46:16.390936
80,Crime,86.4293,42465,2026-08-20T06:46:16.698259
99,Documentary,106.9577,226848,2026-08-20T06:46:17.004416
18,Drama,204.5826,297060,2026-08-20T06:46:17.310142
10751,Family,404.7642,33092,2026-08-20T06:46:17.618049
14,Fantasy,728.3957,30315,2026-08-20T06:46:17.924086
36,History,45.1131,22347,2026-08-20T06:46:18.231359
27,Horror,292.2132,72936,2026-08-20T06:46:18.535240
10402,Music,81.6613,54359,2026-08-20T06:46:18.841058
9648,Mystery,217.1636,27059,2026-08-20T06:46:19.146181
10749,Romance,138.4892,64183,2026-08-20T06:46:19.450991
878,Science Fiction,1875.3748,26956,2026-08-20T06:46:19.754404
10770,TV Movie,87.6188,32878,2026-08-20T06:46:20.058764
53,Thriller,370.7603,61975,2026-08-20T06:46:20.362780
10752,War,103.2092,13041,2026-08-20T06:46:20.666268
37,Western,48.4698,10215,2026-08-20T06:46:20.994509
