genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1257.7257,49580,2026-08-27T17:23:29.184586
12,Adventure,1257.7257,28133,2026-08-27T17:23:29.565762
16,Animation,272.866,71380,2026-08-27T17:23:29.947163
35,Comedy,272.866,174629,2026-08-27T17:23:30.339319
80,Crime,327.4675,42509,2026-08-27T17:23:30.764717
99,Documentary,90.1441,227408,2026-08-27T17:23:31.192490
18,Drama,174.3482,297589,2026-08-27T17:23:31.619601
10751,Family,272.866,33175,2026-08-27T17:23:32.002693
14,Fantasy,609.3017,30379,2026-08-27T17:23:32.379473
36,History,46.0685,22381,2026-08-27T17:23:32.769990
27,Horror,264.4783,73043,2026-08-27T17:23:33.155492
10402,Music,73.1517,54462,2026-08-27T17:23:33.541247
9648,Mystery,146.8492,27127,2026-08-27T17:23:33.926207
10749,Romance,235.9855,64294,2026-08-27T17:23:34.317562
878,Science Fiction,1257.7257,26986,2026-08-27T17:23:34.706713
10770,TV Movie,90.3387,32901,2026-08-27T17:23:35.085980
53,Thriller,507.5238,62084,2026-08-27T17:23:35.466794
10752,War,91.649,13059,2026-08-27T17:23:35.853793
37,Western,33.0022,10218,2026-08-27T17:23:36.235074
