genre_id,genre_name,fetched_at
28,Action,2026-08-26T06:50:05.136512
12,Adventure,2026-08-26T06:50:05.136526
16,Animation,2026-08-26T06:50:05.136527
35,Comedy,2026-08-26T06:50:05.136529
80,Crime,2026-08-26T06:50:05.136530
99,Documentary,2026-08-26T06:50:05.136532
18,Drama,2026-08-26T06:50:05.136534
10751,Family,2026-08-26T06:50:05.136537
14,Fantasy,2026-08-26T06:50:05.136539
36,History,2026-08-26T06:50:05.136541
27,Horror,2026-08-26T06:50:05.136542
10402,Music,2026-08-26T06:50:05.136544
9648,Mystery,2026-08-26T06:50:05.136545
10749,Romance,2026-08-26T06:50:05.136546
878,Science Fiction,2026-08-26T06:50:05.136548
10770,TV Movie,2026-08-26T06:50:05.136550
53,Thriller,2026-08-26T06:50:05.136551
10752,War,2026-08-26T06:50:05.136552
37,Western,2026-08-26T06:50:05.136554
