tmdb_id,name,original_name,popularity,vote_average,vote_count,first_air_date,origin_country,genre_ids,overview,poster_path,fetched_at
108978,Reacher,Reacher,662.9716,8.086,3118,2022-02-03,"[""US""]","[10759, 80]","Jack Reacher, a veteran military police investigator, has just recently entered civilian life. Reacher is a drifter, carrying no phone and the barest of essentials as he travels the country and explores the nation he once served.",/f1VCQIG2iCyOookdgOzwtUpwWC0.jpg,2026-08-24T06:58:30.015274
5920,The Mentalist,The Mentalist,408.4899,8.4,4602,2008-09-23,"[""US""]","[80, 18, 9648]","Patrick Jane, a former celebrity psychic medium, uses his razor sharp skills of observation and expertise at ""reading"" people to solve serious crimes with the California Bureau of Investigation.",/acYXu4KaDj1NIkMgObnhe4C4a0T.jpg,2026-08-24T06:58:30.015291
125988,Silo,Silo,301.0535,8.193,2486,2023-05-04,"[""US""]","[10765, 18]","In a ruined and toxic future, thousands live in a giant silo deep underground. After its sheriff breaks a cardinal rule and residents die mysteriously, engineer Juliette starts to uncover shocking secrets and the truth about the silo.",/gMYZZvnkVNTqSVnVCphWbPXwWwb.jpg,2026-08-24T06:58:30.015297
51025,Paradise Hotel,Paradise Hotel,315.8877,5.6,10,2005-09-14,"[""DK""]",[10764],"Danish version of the reality series ""Paradise Hotel"".",/ycSBcACecVR0zSnP2ZF83k5f7he.jpg,2026-08-24T06:58:30.015303
113962,Lioness,Lioness,368.7606,8.1,1395,2023-07-23,"[""US""]","[18, 10768]","Cruz Manuelos, a rough-around-the-edges but passionate young Marine, is recruited to join the CIA's Lioness Engagement Team to help bring down a terrorist organization from within. Joe, the station chief of the Lioness program, is tasked with training, managing and leading her female undercover operatives.",/rzpHPSEgPTpRs8EHbygwsOw7jC0.jpg,2026-08-24T06:58:30.015308
95350,Lanterns,Lanterns,280.1615,8.178,146,2026-08-16,"[""US""]","[18, 9648, 10765]","Two intergalactic cops, new recruit John Stewart and Lantern legend Hal Jordan, are drawn into a dark, Earth-based mystery as they investigate a murder in the American heartland.",/gpC7h43xPMEV3goYMQShfJbTtLq.jpg,2026-08-24T06:58:30.015315
67707,Paradise Hotel,Paradise Hotel,270.82,5.0,4,2005-01-17,"[""SE""]",[10764],"A group of hot singles check into a luxury hotel in Mexico. Prepare for love, partying, betrayal and tears. Half a million kronor is at stake and anything can happen in paradise.",/aeU8fC5JaG2BkWqgMX7yPfX7dfW.jpg,2026-08-24T06:58:30.015320
37528,Gran hermano,Gran hermano,247.1459,4.5,4,2001-03-10,"[""AR""]",[10764],Argentina's version of the Big Brother franchise.,/snIRCY6Qhei08YUNQjjZI2gc4CK.jpg,2026-08-24T06:58:30.015329
2734,Law & Order: Special Victims Unit,Law & Order: Special Victims Unit,290.8261,7.96,4316,1999-09-20,"[""US""]","[80, 18, 9648]","In the criminal justice system, sexually-based offenses are considered especially heinous. In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit. These are their stories.",/iofokHZoUB4Qhik4PflvJl8TT6a.jpg,2026-08-24T06:58:30.015336
94722,Tagesschau,Tagesschau,379.6013,6.768,256,1952-12-26,"[""DE""]",[10763],"German daily news program, the oldest still existing program on German television.",/7dFZJ2ZJJdcmkp05B9NWlqTJ5tq.jpg,2026-08-24T06:58:30.015342
