genre_id,genre_name,fetched_at
28,Action,2026-08-16T06:39:55.040899
12,Adventure,2026-08-16T06:39:55.040911
16,Animation,2026-08-16T06:39:55.040912
35,Comedy,2026-08-16T06:39:55.040913
80,Crime,2026-08-16T06:39:55.040914
99,Documentary,2026-08-16T06:39:55.040915
18,Drama,2026-08-16T06:39:55.040916
10751,Family,2026-08-16T06:39:55.040919
14,Fantasy,2026-08-16T06:39:55.040920
36,History,2026-08-16T06:39:55.040921
27,Horror,2026-08-16T06:39:55.040922
10402,Music,2026-08-16T06:39:55.040923
9648,Mystery,2026-08-16T06:39:55.040924
10749,Romance,2026-08-16T06:39:55.040925
878,Science Fiction,2026-08-16T06:39:55.040926
10770,TV Movie,2026-08-16T06:39:55.040927
53,Thriller,2026-08-16T06:39:55.040928
10752,War,2026-08-16T06:39:55.040929
37,Western,2026-08-16T06:39:55.040930
