tmdb_id,name,original_name,popularity,vote_average,vote_count,first_air_date,origin_country,genre_ids,overview,poster_path,fetched_at
108978,Reacher,Reacher,588.2525,8.108,3217,2022-02-03,"[""US""]","[10759, 80]","Jack Reacher, a veteran military police investigator, has just recently entered civilian life. Reacher is a drifter, carrying no phone and the barest of essentials as he travels the country and explores the nation he once served.",/f1VCQIG2iCyOookdgOzwtUpwWC0.jpg,2026-09-05T10:03:38.022561
22980,Watch What Happens Live with Andy Cohen,Watch What Happens Live with Andy Cohen,781.1408,4.921,89,2009-07-16,"[""US""]","[10767, 35]",Bravo network executive Andy Cohen discusses pop culture topics with celebrities and reality show personalities.,/onSD9UXfJwrMXWhq7UY7hGF2S1h.jpg,2026-09-05T10:03:38.022600
5920,The Mentalist,The Mentalist,406.6163,8.4,4652,2008-09-23,"[""US""]","[80, 18, 9648]","Patrick Jane, a former celebrity psychic medium, uses his razor sharp skills of observation and expertise at ""reading"" people to solve serious crimes with the California Bureau of Investigation.",/acYXu4KaDj1NIkMgObnhe4C4a0T.jpg,2026-09-05T10:03:38.022611
125988,Silo,Silo,362.9155,8.202,2573,2023-05-04,"[""US""]","[10765, 18]","In a ruined and toxic future, thousands live in a giant silo deep underground. After its sheriff breaks a cardinal rule and residents die mysteriously, engineer Juliette starts to uncover shocking secrets and the truth about the silo.",/gMYZZvnkVNTqSVnVCphWbPXwWwb.jpg,2026-09-05T10:03:38.022622
65282,Home Alone,나 혼자 산다,351.8121,7.5,18,2013-03-22,"[""KR""]",[10764],"It can be a badge of honor to be “single.” “I Live Alone” is a documentary-style South Korean reality series that follows the members of a self-formed club called Rainbow, which is comprised of  celebrities who are single and live alone.",/1hqGagr94soBq70Lq7tPHvNmmxy.jpg,2026-09-05T10:03:38.022627
113962,Lioness,Lioness,348.021,8.122,1459,2023-07-23,"[""US""]","[18, 10768]","Cruz Manuelos, a rough-around-the-edges but passionate young Marine, is recruited to join the CIA's Lioness Engagement Team to help bring down a terrorist organization from within. Joe, the station chief of the Lioness program, is tasked with training, managing and leading her female undercover operatives.",/rzpHPSEgPTpRs8EHbygwsOw7jC0.jpg,2026-09-05T10:03:38.022632
456,The Simpsons,The Simpsons,316.2587,8.0,10980,1989-12-17,"[""US""]","[16, 35]","Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.",/uWpG7GqfKGQqX4YMAo3nv5OrglV.jpg,2026-09-05T10:03:38.022637
2734,Law & Order: Special Victims Unit,Law & Order: Special Victims Unit,291.5504,8.0,4331,1999-09-20,"[""US""]","[80, 18, 9648]","In the criminal justice system, sexually-based offenses are considered especially heinous. In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit. These are their stories.",/iofokHZoUB4Qhik4PflvJl8TT6a.jpg,2026-09-05T10:03:38.022646
97546,Ted Lasso,Ted Lasso,299.5786,8.368,2619,2020-08-14,"[""US""]","[18, 35]","Ted Lasso, an American football coach, moves to England when he's hired to manage a soccer team—despite having no experience. With cynical players and a doubtful town, will he get them to see the Ted Lasso Way?",/uRHsiw1wLxPHFXkkv4Ix1s0O6f4.jpg,2026-09-05T10:03:38.022651
79744,The Rookie,The Rookie,261.9566,8.541,3502,2018-10-16,"[""US""]","[80, 18, 35]","Starting over isn't easy, especially for small-town guy John Nolan who, after a life-altering incident, is pursuing his dream of being an LAPD officer. As the force's oldest rookie, he's met with skepticism from some higher-ups who see him as just a walking midlife crisis.",/70kTz0OmjjZe7zHvIDrq2iKW7PJ.jpg,2026-09-05T10:03:38.022657
95350,Lanterns,Lanterns,226.251,8.276,254,2026-08-16,"[""US""]","[18, 9648, 10765]","Two intergalactic cops, new recruit John Stewart and Lantern legend Hal Jordan, are drawn into a dark, Earth-based mystery as they investigate a murder in the American heartland.",/gpC7h43xPMEV3goYMQShfJbTtLq.jpg,2026-09-05T10:03:38.022661
94722,Tagesschau,Tagesschau,262.6235,6.768,256,1952-12-26,"[""DE""]",[10763],"German daily news program, the oldest still existing program on German television.",/7dFZJ2ZJJdcmkp05B9NWlqTJ5tq.jpg,2026-09-05T10:03:38.022666
117217,El conquistador,El conquistador,283.0136,5.7,3,2005-01-03,"[""ES""]",[10764],,/AaOxyfJdXcb1FnKeoj87FiHUs0w.jpg,2026-09-05T10:03:38.022670
59941,The Tonight Show Starring Jimmy Fallon,The Tonight Show Starring Jimmy Fallon,295.0917,5.765,387,2014-02-17,"[""US""]","[35, 10767]","After Jay Leno's second retirement from the program, Jimmy Fallon stepped in as his permanent replacement. After 42 years in Los Angeles the program was brought back to New York.",/1N4o5PmmqhlVDrcdJ2RlCFWbLGX.jpg,2026-09-05T10:03:38.022676
4057,Criminal Minds,Criminal Minds,284.4733,8.298,4160,2005-09-22,"[""US""]","[80, 18, 9648]","An elite team of FBI profilers analyze the country's most twisted criminal minds, anticipating their next moves before they strike again. The Behavioral Analysis Unit's most experienced agent is David Rossi, a founding member of the BAU who returns to help the team solve new cases.",/hWSb4UnIjlTvnvrP98NbFSO60HA.jpg,2026-09-05T10:03:38.022680
549,Law & Order,Law & Order,216.4489,7.3,709,1990-09-13,"[""US""]","[80, 18]","In cases ripped from the headlines, police investigate serious and often deadly crimes, weighing the evidence and questioning the suspects until someone is taken into custody. The district attorney's office then builds a case to convict the perpetrator by proving the person guilty beyond a reasonable doubt. Working together, these expert teams navigate all sides of the complex criminal justice system to make New York a safer place.",/haJ9eHytVO3H3JooMJG1DiWwDNm.jpg,2026-09-05T10:03:38.022684
