genre_id,genre_name,fetched_at
28,Action,2026-08-19T06:43:35.939476
12,Adventure,2026-08-19T06:43:35.939483
16,Animation,2026-08-19T06:43:35.939484
35,Comedy,2026-08-19T06:43:35.939486
80,Crime,2026-08-19T06:43:35.939487
99,Documentary,2026-08-19T06:43:35.939488
18,Drama,2026-08-19T06:43:35.939490
10751,Family,2026-08-19T06:43:35.939493
14,Fantasy,2026-08-19T06:43:35.939495
36,History,2026-08-19T06:43:35.939496
27,Horror,2026-08-19T06:43:35.939498
10402,Music,2026-08-19T06:43:35.939499
9648,Mystery,2026-08-19T06:43:35.939500
10749,Romance,2026-08-19T06:43:35.939501
878,Science Fiction,2026-08-19T06:43:35.939503
10770,TV Movie,2026-08-19T06:43:35.939504
53,Thriller,2026-08-19T06:43:35.939505
10752,War,2026-08-19T06:43:35.939507
37,Western,2026-08-19T06:43:35.939508
