genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,901.1066,49682,2026-09-03T10:46:56.037722
12,Adventure,901.1066,28191,2026-09-03T10:46:56.339140
16,Animation,187.6072,71538,2026-09-03T10:46:56.642250
35,Comedy,269.6047,174961,2026-09-03T10:46:56.947473
80,Crime,250.4566,42583,2026-09-03T10:46:57.250536
99,Documentary,62.9373,228043,2026-09-03T10:46:57.554488
18,Drama,276.8039,298246,2026-09-03T10:46:57.860026
10751,Family,269.6047,33249,2026-09-03T10:46:58.164074
14,Fantasy,511.3743,30437,2026-09-03T10:46:58.467145
36,History,48.599,22414,2026-09-03T10:46:58.771978
27,Horror,201.2618,73233,2026-09-03T10:46:59.074128
10402,Music,64.3764,54609,2026-09-03T10:46:59.411695
9648,Mystery,201.2618,27219,2026-09-03T10:46:59.716401
10749,Romance,276.8039,64398,2026-09-03T10:47:00.019629
878,Science Fiction,901.1066,27027,2026-09-03T10:47:00.323684
10770,TV Movie,57.6937,32940,2026-09-03T10:47:00.625683
53,Thriller,404.6106,62203,2026-09-03T10:47:00.931893
10752,War,77.3551,13074,2026-09-03T10:47:01.233272
37,Western,26.3965,10228,2026-09-03T10:47:01.535551
