genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1819.537,49520,2026-08-21T06:47:18.707891
12,Adventure,1819.537,28118,2026-08-21T06:47:19.030790
16,Animation,373.2636,71334,2026-08-21T06:47:19.351812
35,Comedy,373.2636,174461,2026-08-21T06:47:19.673396
80,Crime,91.02,42476,2026-08-21T06:47:19.993241
99,Documentary,101.0602,226934,2026-08-21T06:47:20.312197
18,Drama,204.5826,297154,2026-08-21T06:47:20.633604
10751,Family,373.2636,33112,2026-08-21T06:47:20.955785
14,Fantasy,728.3957,30330,2026-08-21T06:47:21.301982
36,History,43.7074,22356,2026-08-21T06:47:21.623775
27,Horror,292.2132,72937,2026-08-21T06:47:21.948384
10402,Music,74.1587,54381,2026-08-21T06:47:22.273810
9648,Mystery,202.1509,27077,2026-08-21T06:47:22.596794
10749,Romance,141.7296,64200,2026-08-21T06:47:22.921828
878,Science Fiction,1819.537,26957,2026-08-21T06:47:23.242956
10770,TV Movie,93.2234,32874,2026-08-21T06:47:23.567434
53,Thriller,375.8889,61993,2026-08-21T06:47:23.895678
10752,War,97.5143,13044,2026-08-21T06:47:24.216371
37,Western,46.2238,10216,2026-08-21T06:47:24.542583
