tmdb_id,title,original_title,popularity,vote_average,vote_count,release_date,genre_ids,overview,poster_path,media_type,fetched_at,youtube_key,trailer_name,trailer_type,trailer_url
1386315,The Runner,The Runner,161.6957,5.894,52,2026-09-03,[53],"Maia Marten, a brilliant London lawyer, has her life shattered by a single call on her morning run: her son has been taken. To get him back, she must keep running, obey every ruthless command, and trust no one-each second a test of how far a mother will go to save her child.",/uxCaBoYXsDC4A0SqTm3SISj0OwK.jpg,movie,2026-09-03T10:46:49.654792,zz4rsZLcauY,Official Trailer,Trailer,https://www.youtube.com/watch?v=zz4rsZLcauY
1731694,LEGO Star Wars: The Mandalorian,LEGO Star Wars: The Mandalorian,32.3962,8.2,5,2026-09-02,"[16, 878, 12, 10751, 28]","The Mandalorian and Grogu join their misfit allies for an epic party, celebrating their heroism. As friends regale the crowd with tales of their adventures, a pirate threat looms.",/x3HEvYXWOW6WHqsHmg2MUVy3SLm.jpg,movie,2026-09-03T10:46:49.654805,NEqBkXeEpkk,Official Trailer,Trailer,https://www.youtube.com/watch?v=NEqBkXeEpkk
1204680,Coyote vs. Acme,Coyote vs. Acme,269.6047,7.8,102,2026-08-20,"[35, 12, 10751]","After Acme products fail him one too many times in his dogged pursuit of the Roadrunner, Wile E. Coyote decides to hire a billboard lawyer to sue the Acme Corporation.",/vhv7lBWYM0DUuNU2a0V7Rhq21dD.jpg,movie,2026-09-03T10:46:49.654811,H-43VeYGiPM,Official Trailer,Trailer,https://www.youtube.com/watch?v=H-43VeYGiPM
969681,Spider-Man: Brand New Day,Spider-Man: Brand New Day,901.1066,7.878,2378,2026-07-29,"[878, 28, 12]",Fighting crime full-time as Spider-Man in a world that doesn't remember him—and the pressure of seeing his old friends move on without him—sparks a change in Peter Parker he may not have the power to control. But that transformation might also be the only thing that can stop a shocking new threat to the city and those he loves - a powerful villain no one can even see.,/bjiS5ipwxb9JFy3XRRN4OAilSeX.jpg,movie,2026-09-03T10:46:49.654816,8TZMtslA3UY,Official Trailer,Trailer,https://www.youtube.com/watch?v=8TZMtslA3UY
192139,The Brink of War,The Brink of War,34.6514,7.6,12,2026-08-14,"[18, 36]","President Ronald Reagan races against time to salvage a deal with Soviet leader Mikhail Gorbachev that could dismantle nuclear arsenals—or ignite disaster. With pressure mounting on all sides, every word spoken brings the world closer to peace... or destruction.",/vCIQeQ2ynVqEjIvtbOXGnKtcgAX.jpg,movie,2026-09-03T10:46:49.654820,a-T0TlMN-RE,Official Trailer,Trailer,https://www.youtube.com/watch?v=a-T0TlMN-RE
1339713,Obsession,Obsession,213.8596,8.2,5252,2026-05-13,"[27, 53]","After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.",/bRwnj8WEKBCvmfeUNOukJPwB43K.jpg,movie,2026-09-03T10:46:49.654825,gMC8kkwbIQQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=gMC8kkwbIQQ
1368337,The Odyssey,The Odyssey,511.3743,7.992,3418,2026-07-15,"[12, 28, 14]","Odysseus, the legendary King of Ithaca, embarks on a long and perilous journey home following the Trojan War. Throughout his voyage, he is forced to confront the whims of gods, mythological monsters, and trials that stretch both his cunning and his humanity to the breaking point.",/5rhTDKUhPYvpdQIijFIs5VoWsON.jpg,movie,2026-09-03T10:46:49.654829,AyIZ9tiiN8I,Official Countdown Trailer,Trailer,https://www.youtube.com/watch?v=AyIZ9tiiN8I
1480574,Just Play Dead,Just Play Dead,71.82,6.8,19,2026-08-28,"[53, 80]",A criminal mastermind plans to fake his death for insurance money while framing his wife's lover. His wife plots to kill him for real and take it all. Both race to outmanoeuvre each other in a deadly battle of wits.,/e0WaDBrrBAMcq2stAXCR7rXEsiw.jpg,movie,2026-09-03T10:46:49.654840,LlAajeOoFBo,Official Trailer,Trailer,https://www.youtube.com/watch?v=LlAajeOoFBo
860508,The Whisper Man,The Whisper Man,225.3706,6.595,320,2026-08-27,"[80, 18, 53]","When his young son vanishes, a widower enlists help from his estranged father, a retired detective who put away the serial killer now linked to the case.",/6UqflU8Qqkz7Dq4swJPqs0ZJjY4.jpg,movie,2026-09-03T10:46:49.654846,ZHRR-1CKYIQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=ZHRR-1CKYIQ
1506560,Clash of the Thundermans,Clash of the Thundermans,5.6116,0.0,0,2026-09-03,"[878, 28, 35, 10751, 10770]","When Chloe develops a destructive new superpower, the Hero League orders her to an elite boarding school for superheroes to learn control of her abilities. Faced with the prospect of sending Chloe away for years, the Thundermans split apart, with Phoebe, Barb and Billy taking her into hiding. Max, Hank, and Nora track their rogue family members, until the two factions face off against each other in a full-on battle for the Thundermans’ future.",/16oqRrWVzQm6qdGfBxvziZ2UiMT.jpg,movie,2026-09-03T10:46:49.654851,Tui9Jpmyb6Q,Official Trailer,Trailer,https://www.youtube.com/watch?v=Tui9Jpmyb6Q
