genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1911.7361,49497,2026-08-18T06:43:14.759069
12,Adventure,1831.2906,28093,2026-08-18T06:43:15.120209
16,Animation,319.7902,71294,2026-08-18T06:43:15.468487
35,Comedy,319.7902,174330,2026-08-18T06:43:15.823834
80,Crime,100.7962,42443,2026-08-18T06:43:16.178578
99,Documentary,112.7685,226723,2026-08-18T06:43:16.539039
18,Drama,231.8508,296884,2026-08-18T06:43:16.894222
10751,Family,319.7902,33074,2026-08-18T06:43:17.257575
14,Fantasy,850.2382,30295,2026-08-18T06:43:17.610132
36,History,46.9784,22339,2026-08-18T06:43:17.966441
27,Horror,311.0577,72866,2026-08-18T06:43:18.324719
10402,Music,87.0547,54337,2026-08-18T06:43:18.680839
9648,Mystery,230.9838,27035,2026-08-18T06:43:19.036151
10749,Romance,135.6525,64143,2026-08-18T06:43:19.394544
878,Science Fiction,1831.2906,26937,2026-08-18T06:43:19.783255
10770,TV Movie,82.8828,32870,2026-08-18T06:43:20.159107
53,Thriller,259.0706,61914,2026-08-18T06:43:20.515575
10752,War,117.3041,13036,2026-08-18T06:43:20.872567
37,Western,60.0484,10208,2026-08-18T06:43:21.231228
