genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,798.5359,49763,2026-09-10T10:46:38.678556
12,Adventure,798.5359,28252,2026-09-10T10:46:39.004337
16,Animation,159.2469,71689,2026-09-10T10:46:39.322487
35,Comedy,626.7023,175356,2026-09-10T10:46:39.640907
80,Crime,139.2563,42663,2026-09-10T10:46:39.961434
99,Documentary,38.9136,228742,2026-09-10T10:46:40.287858
18,Drama,155.4105,298933,2026-09-10T10:46:40.610283
10751,Family,626.7023,33318,2026-09-10T10:46:40.932616
14,Fantasy,420.4943,30481,2026-09-10T10:46:41.292208
36,History,45.2349,22450,2026-09-10T10:46:41.653219
27,Horror,316.4896,73392,2026-09-10T10:46:41.980226
10402,Music,56.045,54674,2026-09-10T10:46:42.298101
9648,Mystery,110.3529,27295,2026-09-10T10:46:42.617968
10749,Romance,193.2385,64549,2026-09-10T10:46:42.938927
878,Science Fiction,798.5359,27082,2026-09-10T10:46:43.256493
10770,TV Movie,220.6587,32941,2026-09-10T10:46:43.614687
53,Thriller,373.0022,62344,2026-09-10T10:46:43.934137
10752,War,61.0156,13095,2026-09-10T10:46:44.259063
37,Western,32.5365,10237,2026-09-10T10:46:44.582817
