genre_id,genre_name,fetched_at
28,Action,2026-09-06T10:23:52.922049
12,Adventure,2026-09-06T10:23:52.922057
16,Animation,2026-09-06T10:23:52.922059
35,Comedy,2026-09-06T10:23:52.922060
80,Crime,2026-09-06T10:23:52.922061
99,Documentary,2026-09-06T10:23:52.922062
18,Drama,2026-09-06T10:23:52.922063
10751,Family,2026-09-06T10:23:52.922066
14,Fantasy,2026-09-06T10:23:52.922068
36,History,2026-09-06T10:23:52.922069
27,Horror,2026-09-06T10:23:52.922071
10402,Music,2026-09-06T10:23:52.922072
9648,Mystery,2026-09-06T10:23:52.922073
10749,Romance,2026-09-06T10:23:52.922074
878,Science Fiction,2026-09-06T10:23:52.922075
10770,TV Movie,2026-09-06T10:23:52.922076
53,Thriller,2026-09-06T10:23:52.922078
10752,War,2026-09-06T10:23:52.922079
37,Western,2026-09-06T10:23:52.922080
