tmdb_id,name,original_name,popularity,vote_average,vote_count,first_air_date,origin_country,genre_ids,overview,poster_path,fetched_at
51025,Paradise Hotel,Paradise Hotel,1077.4557,5.6,10,2005-09-14,"[""DK""]",[10764],"Danish version of the reality series ""Paradise Hotel"".",/ycSBcACecVR0zSnP2ZF83k5f7he.jpg,2026-09-11T10:44:10.432215
36109,Paradise Hotel,Paradise Hotel,755.3714,5.7,10,2009-03-09,"[""NO""]",[10764],"Norwegian girls and boys check in at the Paradise Hotel in Mexico, where Triana Iglesias is the hotel manager. The hotel has great views and a fantastic pool. Cameras with a full view of the idyllic site tells the story of what happens when the single boys and girls meet in the hot surroundings of the hotel. The task they have is basically simple: Find a partner or check out.",/k6KhQBpW4gdcoSp9JQvQFq14lFI.jpg,2026-09-11T10:44:10.432226
108978,Reacher,Reacher,625.6462,8.112,3264,2022-02-03,"[""US""]","[10759, 80]","Jack Reacher, a veteran military police investigator, has just recently entered civilian life. Reacher is a drifter, carrying no phone and the barest of essentials as he travels the country and explores the nation he once served.",/f1VCQIG2iCyOookdgOzwtUpwWC0.jpg,2026-09-11T10:44:10.432233
30801,2 Days and 1 Night,1박 2일,605.4462,6.667,30,2007-08-05,"[""KR""]","[35, 10764]","2 Days & 1 Night is a South Korean reality-variety show with the motto ""real wild road variety."" Its main concept is to recommend various places of interest that viewers can visit in South Korea.",/qezeCEkIKHQM5iwyVeYBuXmYA2h.jpg,2026-09-11T10:44:10.432239
91759,Come Home Love: Lo and Behold,愛·回家之開心速遞,326.9727,5.4,46,2017-02-20,"[""HK""]","[10751, 35, 18]","Hung Sue Gan starting from the bottom, established his own logistics company, which is now running smoothly. His only concern now are his three daughters. His eldest daughter has immigrated overseas. His second daughter Hung Yeuk Shui has reached the marriageable age, but has no hopes for marriage anytime soon. She is constantly bickering with her younger sister Hung Sum Yue, who is an honour student, over trivial matters, causing their father to not know whether to laugh or cry. Hung Sue Yan, Hung Sue Gan's brother, moves in with the family, temporarily ending his life as a nomadic photographer. He joins Hung Yeuk Shui's company and encounters Ko Pak Fei, the director of an online shop. The two appear to be former lovers, making for lots of laughter. Since Hung Sue Yan moved in, a series of strange events have occurred in the family. Upon investigation, the source is traced to Lung Ging Fung, a promising young man who is the son of department store mogul Lung Gam Wai.",/lgD4j9gUGmMckZpWWRJjorWqGVT.jpg,2026-09-11T10:44:10.432245
117217,El conquistador,El conquistador,368.4783,5.667,3,2005-01-03,"[""ES""]",[10764],,/AaOxyfJdXcb1FnKeoj87FiHUs0w.jpg,2026-09-11T10:44:10.432251
22980,Watch What Happens Live with Andy Cohen,Watch What Happens Live with Andy Cohen,259.7994,4.882,93,2009-07-16,"[""US""]","[10767, 35]",Bravo network executive Andy Cohen discusses pop culture topics with celebrities and reality show personalities.,/onSD9UXfJwrMXWhq7UY7hGF2S1h.jpg,2026-09-11T10:44:10.432257
5920,The Mentalist,The Mentalist,376.412,8.4,4692,2008-09-23,"[""US""]","[80, 18, 9648]","Patrick Jane, a former celebrity psychic medium, uses his razor sharp skills of observation and expertise at ""reading"" people to solve serious crimes with the California Bureau of Investigation.",/acYXu4KaDj1NIkMgObnhe4C4a0T.jpg,2026-09-11T10:44:10.432267
113962,Lioness,Lioness,367.0119,8.161,1512,2023-07-23,"[""US""]","[18, 10768]","Cruz Manuelos, a rough-around-the-edges but passionate young Marine, is recruited to join the CIA's Lioness Engagement Team to help bring down a terrorist organization from within. Joe, the station chief of the Lioness program, is tasked with training, managing and leading her female undercover operatives.",/rzpHPSEgPTpRs8EHbygwsOw7jC0.jpg,2026-09-11T10:44:10.432273
45857,REBORN!,家庭教師ヒットマン REBORN!,432.6545,8.137,193,2006-10-07,"[""JP""]","[16, 35, 10759]","Tsuna, a timid junior high student, is a failure at school, sports, and social life. But everything around Tsuna has been completely changed when a baby called Reborn, who claims to be an Italian hit man from Vongola family shows up! Reborn was sent to groom Tsuna for his future life as a mafia boss of the family!",/ewYjHmmyxIaM3heRO0eZaOA6xo2.jpg,2026-09-11T10:44:10.432279
