genre_id,genre_name,fetched_at
28,Action,2026-08-22T06:39:49.852314
12,Adventure,2026-08-22T06:39:49.852320
16,Animation,2026-08-22T06:39:49.852322
35,Comedy,2026-08-22T06:39:49.852323
80,Crime,2026-08-22T06:39:49.852323
99,Documentary,2026-08-22T06:39:49.852324
18,Drama,2026-08-22T06:39:49.852325
10751,Family,2026-08-22T06:39:49.852328
14,Fantasy,2026-08-22T06:39:49.852329
36,History,2026-08-22T06:39:49.852330
27,Horror,2026-08-22T06:39:49.852331
10402,Music,2026-08-22T06:39:49.852332
9648,Mystery,2026-08-22T06:39:49.852333
10749,Romance,2026-08-22T06:39:49.852334
878,Science Fiction,2026-08-22T06:39:49.852335
10770,TV Movie,2026-08-22T06:39:49.852336
53,Thriller,2026-08-22T06:39:49.852337
10752,War,2026-08-22T06:39:49.852338
37,Western,2026-08-22T06:39:49.852339
