genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1657.2333,49556,2026-08-24T06:58:36.043715
12,Adventure,1657.2333,28107,2026-08-24T06:58:36.415080
16,Animation,387.5602,71290,2026-08-24T06:58:36.787858
35,Comedy,387.5602,174494,2026-08-24T06:58:37.161750
80,Crime,85.0929,42475,2026-08-24T06:58:37.534365
99,Documentary,106.3238,227089,2026-08-24T06:58:37.906587
18,Drama,172.0553,297328,2026-08-24T06:58:38.281232
10751,Family,387.5602,33136,2026-08-24T06:58:38.652984
14,Fantasy,672.5442,30336,2026-08-24T06:58:39.027307
36,History,50.4453,22372,2026-08-24T06:58:39.399127
27,Horror,220.8453,72990,2026-08-24T06:58:39.771547
10402,Music,78.8838,54415,2026-08-24T06:58:40.145222
9648,Mystery,149.1961,27090,2026-08-24T06:58:40.520378
10749,Romance,156.3104,64237,2026-08-24T06:58:40.900801
878,Science Fiction,1657.2333,26960,2026-08-24T06:58:41.276006
10770,TV Movie,103.2328,32835,2026-08-24T06:58:41.649828
53,Thriller,532.9923,62028,2026-08-24T06:58:42.022385
10752,War,105.4359,13051,2026-08-24T06:58:42.397290
37,Western,40.9854,10216,2026-08-24T06:58:42.770551
