genre_id,genre_name,fetched_at
28,Action,2026-09-05T10:03:39.825166
12,Adventure,2026-09-05T10:03:39.825177
16,Animation,2026-09-05T10:03:39.825178
35,Comedy,2026-09-05T10:03:39.825179
80,Crime,2026-09-05T10:03:39.825180
99,Documentary,2026-09-05T10:03:39.825181
18,Drama,2026-09-05T10:03:39.825182
10751,Family,2026-09-05T10:03:39.825185
14,Fantasy,2026-09-05T10:03:39.825187
36,History,2026-09-05T10:03:39.825188
27,Horror,2026-09-05T10:03:39.825189
10402,Music,2026-09-05T10:03:39.825190
9648,Mystery,2026-09-05T10:03:39.825191
10749,Romance,2026-09-05T10:03:39.825193
878,Science Fiction,2026-09-05T10:03:39.825194
10770,TV Movie,2026-09-05T10:03:39.825195
53,Thriller,2026-09-05T10:03:39.825196
10752,War,2026-09-05T10:03:39.825198
37,Western,2026-09-05T10:03:39.825199
