tmdb_id,title,release_date,popularity,vote_average,vote_count,genre_ids,overview,fetched_at,youtube_key,trailer_name,trailer_type,trailer_url
1368337,The Odyssey,2026-07-15,585.8749,7.989,3370,"[12, 28, 14]","Odysseus, the legendary King of Ithaca, embarks on a long and perilous journey home following the Trojan War. Throughout his voyage, he is forced to confront the whims of gods, mythological monsters, and trials that stretch both his cunning and his humanity to the breaking point.",2026-09-01T11:13:11.178200,AyIZ9tiiN8I,Official Countdown Trailer,Trailer,https://www.youtube.com/watch?v=AyIZ9tiiN8I
1288445,Mutiny,2026-08-19,413.216,6.348,243,"[28, 53]","After witnessing his billionaire boss' murder and being framed for the crime, Cole Reed boards a cargo ship on a one-man crusade to avenge his boss' death only to discover an international conspiracy.",2026-09-01T11:13:11.178220,2Iqvbe98Gb4,Official UK Trailer,Trailer,https://www.youtube.com/watch?v=2Iqvbe98Gb4
1339713,Obsession,2026-05-13,232.1632,8.207,5208,"[27, 53]","After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.",2026-09-01T11:13:11.178229,gMC8kkwbIQQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=gMC8kkwbIQQ
1232569,Pinocchio: Unstrung,2026-07-22,231.3745,6.8,68,"[27, 14, 9648]","Influenced by a sinister Cricket and created by Geppetto, Pinocchio launches a violent crusade to carve himself into a real boy like his brother James, one piece at a time.",2026-09-01T11:13:11.178238,_VHIU9dIAWQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=_VHIU9dIAWQ
1204680,Coyote vs. Acme,2026-08-20,173.4976,7.9,63,"[35, 12, 10751]","After Acme products fail him one too many times in his dogged pursuit of the Roadrunner, Wile E. Coyote decides to hire a billboard lawyer to sue the Acme Corporation.",2026-09-01T11:13:11.178247,H-43VeYGiPM,Official Trailer,Trailer,https://www.youtube.com/watch?v=H-43VeYGiPM
1375646,Colony,2026-05-21,176.5461,8.098,656,"[28, 27, 878]","Professor Se-jeong is thrust into a bloody nightmare when a rapidly mutating virus is released during a biotech conference causing authorities to seal the facility. Trapped inside with no escape, Se-jeong along with a small group of survivors must fight to stay alive while the infected undergo horrific transformations.",2026-09-01T11:13:11.178255,LW6dpj1uCK8,International Trailer,Trailer,https://www.youtube.com/watch?v=LW6dpj1uCK8
1393326,Ghost in the Cell,2026-04-16,148.9549,7.108,37,"[27, 35, 53]","In a notorious prison, an invisible force begins killing inmates brutally, compelling enemy gangs and corrupt guards to work together as they try to survive the mounting bloodshed.",2026-09-01T11:13:11.178263,otL78_pk_A0,Official Trailer [Subtitled],Trailer,https://www.youtube.com/watch?v=otL78_pk_A0
1514682,Above & Below,2026-07-29,143.5704,6.2,10,"[28, 53, 27, 80]",A group of friends set off for an unforgettable vacation. What begins as an adventure of partying and diving quickly turns into a nightmare when they are attacked by criminals in open waters.,2026-09-01T11:13:11.178271,18wdUGRPUY4,Official Trailer,Trailer,https://www.youtube.com/watch?v=18wdUGRPUY4
1083381,Backrooms,2026-05-27,132.2215,7.1,3064,"[27, 9648, 878]",A strange doorway appears in the basement of a furniture showroom.,2026-09-01T11:13:11.178277,0HjdiohVOik,Official Trailer,Trailer,https://www.youtube.com/watch?v=0HjdiohVOik
1130948,Rosebush Pruning,2026-04-23,134.0285,6.047,32,"[35, 18, 53]","In a Spanish villa, American siblings Jack, Ed, Anna and Robert wallow in isolation and their inherited fortune. When Jack wants to move in with his girlfriend and Ed uncovers the truth about their mother’s death, the fabric of the family begins to unravel.",2026-09-01T11:13:11.178281,rmHD9gZbF7A,Official Trailer,Trailer,https://www.youtube.com/watch?v=rmHD9gZbF7A
