genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1831.2906,49490,2026-08-17T06:56:10.036864
12,Adventure,1831.2906,28084,2026-08-17T06:56:10.361833
16,Animation,348.0608,71271,2026-08-17T06:56:10.681304
35,Comedy,348.0608,174306,2026-08-17T06:56:10.999648
80,Crime,100.7962,42434,2026-08-17T06:56:11.318441
99,Documentary,103.6086,226617,2026-08-17T06:56:11.638038
18,Drama,243.8316,296787,2026-08-17T06:56:11.959069
10751,Family,348.0608,33074,2026-08-17T06:56:12.286748
14,Fantasy,869.7421,30280,2026-08-17T06:56:12.604661
36,History,51.2735,22333,2026-08-17T06:56:12.921132
27,Horror,330.6493,72866,2026-08-17T06:56:13.241961
10402,Music,80.5997,54334,2026-08-17T06:56:13.564666
9648,Mystery,232.4848,27033,2026-08-17T06:56:13.883272
10749,Romance,135.4874,64123,2026-08-17T06:56:14.203460
878,Science Fiction,1831.2906,26943,2026-08-17T06:56:14.534742
10770,TV Movie,77.0286,32866,2026-08-17T06:56:14.852860
53,Thriller,311.0577,61909,2026-08-17T06:56:15.173027
10752,War,117.3041,13031,2026-08-17T06:56:15.493886
37,Western,65.4835,10205,2026-08-17T06:56:15.816170
