tmdb_id,title,original_title,popularity,vote_average,vote_count,release_date,genre_ids,overview,poster_path,media_type,fetched_at,youtube_key,trailer_name,trailer_type,trailer_url
860508,The Whisper Man,The Whisper Man,9.2407,5.944,9,2026-08-27,"[53, 80, 18]","When his young son vanishes, a widower enlists help from his estranged father, a retired detective who put away the serial killer now linked to the case.",/6UqflU8Qqkz7Dq4swJPqs0ZJjY4.jpg,movie,2026-08-28T18:16:23.085275,ZHRR-1CKYIQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=ZHRR-1CKYIQ
1631807,The Secret Woman,Den hemmelige kvinde,2.5787,5.8,3,2026-08-28,"[9648, 53, 80, 18]",A woman with memory loss discovers she has a family and a shipping empire. She returns to a seemingly perfect past to uncover the truth about why she left.,/dIl3cGBcR9AwOjWhEbMuagXdVtG.jpg,movie,2026-08-28T18:16:23.085292,FldeGkt4e4k,Official Trailer [Subtitled],Trailer,https://www.youtube.com/watch?v=FldeGkt4e4k
1744462,Grand Theft Auto VI: An Extended Look,Grand Theft Auto VI: An Extended Look,97.1483,8.966,204,2026-08-27,"[28, 12, 16, 80]","Jason and Lucia have always known the deck is stacked against them. But when a drug exchange goes wrong, they find themselves on the darkest side of the sunniest place in America, in the middle of a criminal conspiracy stretching across the state of Leonida — forced to rely on each other more than ever if they want to make it out alive.",/xTZuh9ziUjIyHBWO9OvqNIPqVWe.jpg,movie,2026-08-28T18:16:23.085297,tJbzMqJGH4k,Grand Theft Auto VI: An Extended Look,Trailer,https://www.youtube.com/watch?v=tJbzMqJGH4k
1368337,The Odyssey,The Odyssey,601.7705,8.0,3252,2026-07-15,"[12, 28, 14]","Odysseus, the legendary King of Ithaca, embarks on a long and perilous journey home following the Trojan War. Throughout his voyage, he is forced to confront the whims of gods, mythological monsters, and trials that stretch both his cunning and his humanity to the breaking point.",/5rhTDKUhPYvpdQIijFIs5VoWsON.jpg,movie,2026-08-28T18:16:23.085302,AyIZ9tiiN8I,Official Countdown Trailer,Trailer,https://www.youtube.com/watch?v=AyIZ9tiiN8I
1516698,The Last Sunrise,The Last Sunrise,296.7827,7.4,32,2026-08-26,"[10749, 18]","Ry, a college student with a chronic illness, escapes to Mallorca for the summer with her mother, where she unexpectedly falls for a local and begins to embrace living in the moment. But as her condition worsens and long-hidden family secrets come to light, everything she has found before summer's end is threatened.",/3PWJqDfygN0YNNjWsDUOXclCp3h.jpg,movie,2026-08-28T18:16:23.085326,NhI2UpkFAFw,Official Trailer,Trailer,https://www.youtube.com/watch?v=NhI2UpkFAFw
969681,Spider-Man: Brand New Day,Spider-Man: Brand New Day,1167.3938,7.887,2224,2026-07-29,"[878, 28, 12]",Fighting crime full-time as Spider-Man in a world that doesn't remember him—and the pressure of seeing his old friends move on without him—sparks a change in Peter Parker he may not have the power to control. But that transformation might also be the only thing that can stop a shocking new threat to the city and those he loves - a powerful villain no one can even see.,/bjiS5ipwxb9JFy3XRRN4OAilSeX.jpg,movie,2026-08-28T18:16:23.085330,8TZMtslA3UY,Official Trailer,Trailer,https://www.youtube.com/watch?v=8TZMtslA3UY
1288445,Mutiny,Mutiny,501.6471,6.403,202,2026-08-19,"[28, 53]","After witnessing his billionaire boss' murder and being framed for the crime, Cole Reed boards a cargo ship on a one-man crusade to avenge his boss' death only to discover an international conspiracy.",/aAnTt6KpmbbHbd6xH3FQFlppZjc.jpg,movie,2026-08-28T18:16:23.085335,2Iqvbe98Gb4,Official UK Trailer,Trailer,https://www.youtube.com/watch?v=2Iqvbe98Gb4
1384216,The Dog Stars,The Dog Stars,86.7805,7.17,56,2026-08-26,"[878, 12, 53]","After the world's population has been ravaged by a pandemic, a man lives a lonesome existence in a Colorado airplane hangar with his dog and a dour gunman he has befriended. When a mysterious transmission comes through on the radio while he’s flying his old Cessna, it sparks a hunt for the provenance of the sound.",/5O616X9vmRzQdB68PHzBewPittd.jpg,movie,2026-08-28T18:16:23.085351,-xSxaE1ClEE,Official Trailer,Trailer,https://www.youtube.com/watch?v=-xSxaE1ClEE
1083381,Backrooms,Backrooms,134.1996,7.086,2989,2026-05-27,"[27, 9648, 878]",A strange doorway appears in the basement of a furniture showroom.,/rhGx6E3qRNMgj3i5su2oukNHwIQ.jpg,movie,2026-08-28T18:16:23.085357,0HjdiohVOik,Official Trailer,Trailer,https://www.youtube.com/watch?v=0HjdiohVOik
1084244,Toy Story 5,Toy Story 5,255.6312,8.259,1717,2026-06-17,"[16, 10751, 35, 12]","When Bonnie receives a Lilypad tablet as a gift and becomes obsessed, Buzz, Woody, Jessie and the rest of the gang's jobs become exponentially harder when they have to go head to head with the all-new threat to playtime.",/sfQtVlIHljToOwYjhe21KPGzZWK.jpg,movie,2026-08-28T18:16:23.085362,c51ND9Hdbw0,Official Trailer,Trailer,https://www.youtube.com/watch?v=c51ND9Hdbw0
1339713,Obsession,Obsession,254.4207,8.2,5103,2026-05-13,"[27, 53]","After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.",/bRwnj8WEKBCvmfeUNOukJPwB43K.jpg,movie,2026-08-28T18:16:23.085366,gMC8kkwbIQQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=gMC8kkwbIQQ
87513,Motor City,Motor City,105.798,6.8,62,2026-07-23,"[28, 53, 80]","In 1970s Detroit, John Miller falls for a local gangster's girl and lands in prison for a crime he didn't commit. With his life ruined, Miller plots revenge against the man who took his girl away.",/dx2dblJL3GAKcXXXPjC2FSaMTWW.jpg,movie,2026-08-28T18:16:23.085370,t6RklhKu9os,Official Trailer,Trailer,https://www.youtube.com/watch?v=t6RklhKu9os
1204680,Coyote vs. Acme,Coyote vs. Acme,51.9655,7.5,19,2026-08-20,"[35, 12, 10751, 16]","After Acme products fail him one too many times in his dogged pursuit of the Roadrunner, Wile E. Coyote decides to hire a billboard lawyer to sue the Acme Corporation.",/orkLtdgMGiO9rTVMqJ1kKwrnup1.jpg,movie,2026-08-28T18:16:23.085374,H-43VeYGiPM,Official Trailer,Trailer,https://www.youtube.com/watch?v=H-43VeYGiPM
1560520,Batman: Knightfall Part 1: Knightfall,Batman: Knightfall Part 1: Knightfall,113.3918,8.988,85,2026-06-23,"[16, 28, 12, 878, 80, 18]","Arkham Asylum has been destroyed, and all its inmates have been unleashed upon Gotham City. As Batman races to round up some of his greatest enemies, he is pushed to his physical and mental limits and into a final confrontation with a new threat: the man called Bane!",/360qdtu2hLnqMu8SVHMywn420w1.jpg,movie,2026-08-28T18:16:23.085377,90HAqMk7qv0,Official Trailer,Trailer,https://www.youtube.com/watch?v=90HAqMk7qv0
1698863,The Odyssey,The Odyssey,87.5992,4.09,384,2026-07-03,"[12, 14, 28]","Based on the Ancient Greek epic. After ten years of war, King Odysseus sets sail for Ithaca, eager to reunite with his beloved. But his journey home is far more treacherous than the battlefield, as he must face deadly monsters and vengeful gods to survive.",/uEFU8pd2lVWpnHOUqhQE0WdPKEt.jpg,movie,2026-08-28T18:16:23.085381,wD5w48WT3uo,Official Trailer,Trailer,https://www.youtube.com/watch?v=wD5w48WT3uo
950028,The Invite,The Invite,56.1328,7.329,357,2026-06-25,"[35, 18, 10749]","Joe and Angela's marriage is on thin ice. When they invite their enigmatic upstairs neighbors for a dinner party, the night spirals into unexpected places. Have they reignited the spark or lit the match that burns it all down?",/b7Dr8Chzse8VagexAporUu2RtLx.jpg,movie,2026-08-28T18:16:23.085384,nelkiuezJxg,Official Trailer 2,Trailer,https://www.youtube.com/watch?v=nelkiuezJxg
1729723,Yellow Mirror,Yellow Mirror,34.6223,7.75,16,2026-08-26,"[16, 35, 878]","A defective lamp reveals a heartbreaking truth about what Homer believes is reality, and an AI-powered tablet befriends and controls Maggie. The Simpsons struggle to find the light through two dark tales of the curious and bizarre.",/1zdGvJAuuXC7dA3eV61OtUJNyjQ.jpg,movie,2026-08-28T18:16:23.085388,zNyZ6OlMbh0,Trailer,Trailer,https://www.youtube.com/watch?v=zNyZ6OlMbh0
1212763,Evil Dead Burn,Evil Dead Burn,119.617,7.808,1311,2026-07-07,[27],"After her husband's abrupt death, Alice seeks solace with his remaining family — descendants of a leading researcher on demonic possession. As her in-laws transform one by one into creatures that feed on fear, she comes to discover that the vows she took in life survive even in death.",/uRxrNXQWkHoENm3nwVOZDYSCx2F.jpg,movie,2026-08-28T18:16:23.085394,TnHby2cxJzs,Official Trailer,Trailer,https://www.youtube.com/watch?v=TnHby2cxJzs
1621552,Facing El Chapo,La captura,341.2864,8.741,264,2026-08-21,"[80, 28, 53]",Two Mexican officers must survive the final hours of their shift after crossing a ruthless cartel boss.,/alpf5v4UqSFawPmG9RX03Or4BDk.jpg,movie,2026-08-28T18:16:23.085397,Rk0efhpa-5Y,"FACING EL CHAPO Official Trailer (2026) Netflix | Alfonso Herrera, Noé Hernández 🚨",Trailer,https://www.youtube.com/watch?v=Rk0efhpa-5Y
1291595,Insidious: Out of the Further,Insidious: Out of the Further,93.3771,6.5,79,2026-08-19,"[27, 53]","Gemma, a young mother raising her daughter in the house she grew up in, discovers she can travel into The Further, where she possesses an ability to bring what lives there back to the real world.",/4tTrW9dXCByS5wt2pXVWb58zNjz.jpg,movie,2026-08-28T18:16:23.085401,jxU8FU3o75A,Official Trailer,Trailer,https://www.youtube.com/watch?v=jxU8FU3o75A
1550338,The Last Scene,Öngörü,2.9195,0.0,0,2026-08-28,[18],"Selen is a woman with the extraordinary ability to foresee other people’s futures in her dreams. Determined to use this gift to change her own life and the fate of those around her, she unexpectedly finds herself drawn into a dangerous love story. When she crosses paths with Kemal, their connection sparks both passion and peril, forcing Selen to make choices that will shape both of their destinies.",/vQ69OZWDZ90ktHcW2Ku01ht4eis.jpg,movie,2026-08-28T18:16:23.477015,,,,
687163,Project Hail Mary,Project Hail Mary,106.5527,8.647,7371,2026-03-15,"[878, 12]","Science teacher Ryland Grace wakes up on a spaceship light years from home with no recollection of who he is or how he got there. As his memory returns, he begins to uncover his mission: solve the riddle of the mysterious substance causing the sun to die out. He must call on his scientific knowledge and unorthodox ideas to save everything on Earth from extinction.",/yihdXomYb5kTeSivtFndMy5iDmf.jpg,movie,2026-08-28T18:16:23.477030,5VYsnngkS_U,Official Trailer 2,Trailer,https://www.youtube.com/watch?v=5VYsnngkS_U
