genre_id,genre_name,fetched_at
28,Action,2026-08-21T06:47:15.147119
12,Adventure,2026-08-21T06:47:15.147130
16,Animation,2026-08-21T06:47:15.147131
35,Comedy,2026-08-21T06:47:15.147132
80,Crime,2026-08-21T06:47:15.147133
99,Documentary,2026-08-21T06:47:15.147134
18,Drama,2026-08-21T06:47:15.147135
10751,Family,2026-08-21T06:47:15.147137
14,Fantasy,2026-08-21T06:47:15.147139
36,History,2026-08-21T06:47:15.147140
27,Horror,2026-08-21T06:47:15.147141
10402,Music,2026-08-21T06:47:15.147141
9648,Mystery,2026-08-21T06:47:15.147142
10749,Romance,2026-08-21T06:47:15.147143
878,Science Fiction,2026-08-21T06:47:15.147145
10770,TV Movie,2026-08-21T06:47:15.147145
53,Thriller,2026-08-21T06:47:15.147146
10752,War,2026-08-21T06:47:15.147147
37,Western,2026-08-21T06:47:15.147148
