tmdb_id,title,release_date,popularity,vote_average,vote_count,genre_ids,overview,fetched_at,youtube_key,trailer_name,trailer_type,trailer_url
1368337,The Odyssey,2026-07-15,684.2902,7.989,3005,"[12, 28, 14]","Odysseus, the legendary King of Ithaca, embarks on a long and perilous journey home following the Trojan War. Throughout his voyage, he is forced to confront the whims of gods, mythological monsters, and trials that stretch both his cunning and his humanity to the breaking point.",2026-08-21T06:47:17.081715,AyIZ9tiiN8I,Official Countdown Trailer,Trailer,https://www.youtube.com/watch?v=AyIZ9tiiN8I
1375646,Colony,2026-05-21,282.3326,8.08,558,"[28, 27, 878]","Professor Se-jeong is thrust into a bloody nightmare when a rapidly mutating virus is released during a biotech conference causing authorities to seal the facility. Trapped inside with no escape, Se-jeong along with a small group of survivors must fight to stay alive while the infected undergo horrific transformations.",2026-08-21T06:47:17.081728,LW6dpj1uCK8,International Trailer,Trailer,https://www.youtube.com/watch?v=LW6dpj1uCK8
1339713,Obsession,2026-05-13,235.136,8.229,4878,"[27, 53]","After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.",2026-08-21T06:47:17.081732,gMC8kkwbIQQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=gMC8kkwbIQQ
1288445,Mutiny,2026-08-19,229.9234,7.089,45,"[28, 53]","After witnessing his billionaire boss' murder and being framed for the crime, Cole Reed boards a cargo ship on a one-man crusade to avenge his boss' death only to discover an international conspiracy.",2026-08-21T06:47:17.081735,2Iqvbe98Gb4,Official UK Trailer,Trailer,https://www.youtube.com/watch?v=2Iqvbe98Gb4
1284465,The Death of Robin Hood,2026-06-18,190.2787,6.288,233,"[12, 18, 28]","Grappling with his past after a life of crime and murder, Robin Hood finds himself gravely injured after a battle he thought would be his last. In the hands of a mysterious woman, he is offered a chance at salvation.",2026-08-21T06:47:17.081738,tlSDDuWxO_0,Official Trailer,Trailer,https://www.youtube.com/watch?v=tlSDDuWxO_0
1101383,The End of Oak Street,2026-08-12,183.4236,6.5,275,"[878, 9648, 53]","After a mysterious cosmic event rips Oak Street from suburbia and transports their neighborhood to someplace unknown, the Platt family soon discovers that their very survival depends on them sticking together as they navigate their now unrecognizable surroundings.",2026-08-21T06:47:17.081741,3oB9AxspVow,Official Trailer,Trailer,https://www.youtube.com/watch?v=3oB9AxspVow
1083381,Backrooms,2026-05-27,129.2423,7.1,2866,"[27, 9648, 878]",A strange doorway appears in the basement of a furniture showroom.,2026-08-21T06:47:17.081744,0HjdiohVOik,Official Trailer,Trailer,https://www.youtube.com/watch?v=0HjdiohVOik
1594914,Lucky Strike,2026-06-26,97.5143,7.29,31,"[28, 10752]","A wounded American soldier fights to survive behind enemy lines during WWII's Battle of the Bulge against the Germans, relying on his instinct, spy craft and a hand-radio to evade capture and find his way back to his unit.",2026-08-21T06:47:17.081749,vtEnjikCXyA,Official Trailer,Trailer,https://www.youtube.com/watch?v=vtEnjikCXyA
950028,The Invite,2026-06-25,80.8835,7.382,283,"[35, 18, 10749]","Joe and Angela's marriage is on thin ice. When they invite their enigmatic upstairs neighbors for a dinner party, the night spirals into unexpected places. Have they reignited the spark or lit the match that burns it all down?",2026-08-21T06:47:17.081753,nelkiuezJxg,Official Trailer 2,Trailer,https://www.youtube.com/watch?v=nelkiuezJxg
278,The Shawshank Redemption,1994-09-23,91.02,8.728,31092,"[18, 80]","Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",2026-08-21T06:47:17.081756,PLl99DlL6b4,Official Trailer,Trailer,https://www.youtube.com/watch?v=PLl99DlL6b4
