genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1027.966,49663,2026-09-01T11:13:12.794840
12,Adventure,1027.966,28173,2026-09-01T11:13:13.113533
16,Animation,213.4425,71502,2026-09-01T11:13:13.433015
35,Comedy,213.4425,174864,2026-09-01T11:13:13.749007
80,Crime,306.3943,42565,2026-09-01T11:13:14.065909
99,Documentary,74.8238,227850,2026-09-01T11:13:14.383084
18,Drama,341.9864,298050,2026-09-01T11:13:14.703492
10751,Family,213.4425,33224,2026-09-01T11:13:15.019620
14,Fantasy,585.8749,30426,2026-09-01T11:13:15.333442
36,History,46.7264,22408,2026-09-01T11:13:15.649319
27,Horror,232.1632,73167,2026-09-01T11:13:15.968905
10402,Music,73.8565,54557,2026-09-01T11:13:16.285892
9648,Mystery,231.3745,27184,2026-09-01T11:13:16.601288
10749,Romance,341.9864,64372,2026-09-01T11:13:16.917938
878,Science Fiction,1027.966,27020,2026-09-01T11:13:17.231657
10770,TV Movie,68.2162,32951,2026-09-01T11:13:17.548208
53,Thriller,413.216,62174,2026-09-01T11:13:17.864397
10752,War,86.48,13067,2026-09-01T11:13:18.181422
37,Western,30.7244,10224,2026-09-01T11:13:18.498574
